transactionId,instrumentId,transactionAmount,transactionCurrency,transactionDate,quantity,isCancelled,createdAt,modifiedAt,transactiontype
739,31,-3409006.6300,USD,2020-03-09,1.00,False,2020-03-09 00:00:00,2020-03-09 00:00:00,BUY
740,31,113808375.2100,USD,2020-03-14,-31.00,False,2020-03-14 00:00:00,2020-03-14 00:00:00,SELL
741,31,-187495364.6900,USD,2020-03-29,55.00,False,2020-03-29 00:00:00,2020-03-29 00:00:00,BUY
742,31,222542873.6300,USD,2020-04-08,-58.00,False,2020-04-08 00:00:00,2020-04-08 00:00:00,SELL
743,31,-188227544.3900,USD,2020-04-13,50.00,False,2020-04-13 00:00:00,2020-04-13 00:00:00,BUY
744,31,-7456706.5700,USD,2020-04-19,2.00,False,2020-04-19 00:00:00,2020-04-19 00:00:00,BUY
745,31,156518442.6800,USD,2020-05-02,-47.00,False,2020-05-02 00:00:00,2020-05-02 00:00:00,SELL
746,31,-125171317.0200,USD,2020-06-12,38.00,False,2020-06-12 00:00:00,2020-06-12 00:00:00,BUY
747,31,43292335.2100,USD,2020-06-21,-13.00,False,2020-06-21 00:00:00,2020-06-21 00:00:00,SELL
748,31,-73734520.7500,USD,2020-06-23,21.00,False,2020-06-23 00:00:00,2020-06-23 00:00:00,BUY
749,31,107724071.5600,USD,2020-08-01,-31.00,False,2020-08-01 00:00:00,2020-08-01 00:00:00,SELL
750,31,58097155.5300,USD,2020-08-14,-15.00,False,2020-08-14 00:00:00,2020-08-14 00:00:00,SELL
751,31,-147867215.1600,USD,2020-09-21,43.00,False,2020-09-21 00:00:00,2020-09-21 00:00:00,BUY
752,31,266431094.5400,USD,2020-11-09,-67.00,False,2020-11-09 00:00:00,2020-11-09 00:00:00,SELL
753,31,-181907543.1100,USD,2021-01-15,43.00,False,2021-01-15 00:00:00,2021-01-15 00:00:00,BUY
754,31,-152463903.5700,USD,2021-02-14,34.00,False,2021-02-14 00:00:00,2021-02-14 00:00:00,BUY
755,31,270153853.5600,USD,2021-02-20,-62.00,False,2021-02-20 00:00:00,2021-02-20 00:00:00,SELL
756,31,-72636105.0000,USD,2021-03-14,17.00,False,2021-03-14 00:00:00,2021-03-14 00:00:00,BUY
757,31,-179834643.2000,USD,2021-03-28,39.00,False,2021-03-28 00:00:00,2021-03-28 00:00:00,BUY
758,31,-34558032.6800,USD,2021-04-12,8.00,False,2021-04-12 00:00:00,2021-04-12 00:00:00,BUY
759,31,324693603.7300,USD,2021-06-12,-76.00,False,2021-06-12 00:00:00,2021-06-12 00:00:00,SELL
760,31,-128168527.7900,USD,2021-07-22,27.00,False,2021-07-22 00:00:00,2021-07-22 00:00:00,BUY
761,31,-88850417.4800,USD,2021-10-21,20.00,False,2021-10-21 00:00:00,2021-10-21 00:00:00,BUY
762,31,65913489.0500,USD,2021-11-26,-15.00,False,2021-11-26 00:00:00,2021-11-26 00:00:00,SELL
763,31,-81269159.0300,USD,2021-11-27,17.00,False,2021-11-27 00:00:00,2021-11-27 00:00:00,BUY
764,31,198175061.5900,USD,2021-12-11,-38.00,False,2021-12-11 00:00:00,2021-12-11 00:00:00,SELL
765,31,-138635624.2200,USD,2022-01-03,29.00,False,2022-01-03 00:00:00,2022-01-03 00:00:00,BUY
766,31,-68424479.1100,USD,2022-01-24,13.00,False,2022-01-24 00:00:00,2022-01-24 00:00:00,BUY
767,31,141967514.8800,USD,2022-02-03,-28.00,False,2022-02-03 00:00:00,2022-02-03 00:00:00,SELL
768,31,-113574011.9000,USD,2022-02-07,24.00,False,2022-02-07 00:00:00,2022-02-07 00:00:00,BUY
769,31,-23178369.7800,USD,2022-02-14,5.00,False,2022-02-14 00:00:00,2022-02-14 00:00:00,BUY
770,31,-34767554.6600,USD,2022-03-19,8.00,False,2022-03-19 00:00:00,2022-03-19 00:00:00,BUY
771,31,241344775.2900,USD,2022-03-28,-49.00,False,2022-03-28 00:00:00,2022-03-28 00:00:00,SELL
772,31,-315805288.2000,USD,2022-04-03,59.00,False,2022-04-03 00:00:00,2022-04-03 00:00:00,BUY
773,31,105186584.8800,USD,2022-04-05,-21.00,False,2022-04-05 00:00:00,2022-04-05 00:00:00,SELL
774,31,147467467.0300,USD,2022-04-07,-33.00,False,2022-04-07 00:00:00,2022-04-07 00:00:00,SELL
775,31,-105088371.4400,USD,2022-04-15,20.00,False,2022-04-15 00:00:00,2022-04-15 00:00:00,BUY
776,31,-153998660.2100,USD,2022-04-28,32.00,False,2022-04-28 00:00:00,2022-04-28 00:00:00,BUY
777,31,134061333.6600,USD,2022-06-26,-26.00,False,2022-06-26 00:00:00,2022-06-26 00:00:00,SELL
778,31,-115498995.1600,USD,2022-06-30,24.00,False,2022-06-30 00:00:00,2022-06-30 00:00:00,BUY
779,31,106168719.1900,USD,2022-07-04,-23.00,False,2022-07-04 00:00:00,2022-07-04 00:00:00,SELL
780,31,210078529.4600,USD,2022-08-07,-46.00,False,2022-08-07 00:00:00,2022-08-07 00:00:00,SELL
781,31,-205364284.7600,USD,2022-08-23,41.00,False,2022-08-23 00:00:00,2022-08-23 00:00:00,BUY
782,32,-7195720.8100,USD,2020-07-01,80.00,False,2020-07-01 00:00:00,2020-07-01 00:00:00,BUY
783,32,6026416.1800,USD,2020-07-02,-67.00,False,2020-07-02 00:00:00,2020-07-02 00:00:00,SELL
784,32,-4927783.8100,USD,2020-07-13,59.00,False,2020-07-13 00:00:00,2020-07-13 00:00:00,BUY
785,32,4780014.5400,USD,2020-08-15,-56.00,False,2020-08-15 00:00:00,2020-08-15 00:00:00,SELL
786,32,-369784.3800,USD,2020-10-06,4.00,False,2020-10-06 00:00:00,2020-10-06 00:00:00,BUY
787,32,-2419635.0600,USD,2020-10-25,27.00,False,2020-10-25 00:00:00,2020-10-25 00:00:00,BUY
788,32,-1905521.5700,USD,2020-10-27,20.00,False,2020-10-27 00:00:00,2020-10-27 00:00:00,BUY
789,32,-607502.9200,USD,2021-03-23,7.00,False,2021-03-23 00:00:00,2021-03-23 00:00:00,BUY
790,32,534172.1300,USD,2021-05-05,-6.00,False,2021-05-05 00:00:00,2021-05-05 00:00:00,SELL
791,32,83521.7600,USD,2021-06-25,-1.00,False,2021-06-25 00:00:00,2021-06-25 00:00:00,SELL
792,32,891303.3200,USD,2021-07-01,-9.00,False,2021-07-01 00:00:00,2021-07-01 00:00:00,SELL
793,32,-2729616.4100,USD,2021-07-18,27.00,False,2021-07-18 00:00:00,2021-07-18 00:00:00,BUY
794,32,6907600.7000,USD,2021-07-24,-62.00,False,2021-07-24 00:00:00,2021-07-24 00:00:00,SELL
795,32,-4410094.5400,USD,2021-08-30,45.00,False,2021-08-30 00:00:00,2021-08-30 00:00:00,BUY
796,32,-1782606.6300,USD,2021-09-04,16.00,False,2021-09-04 00:00:00,2021-09-04 00:00:00,BUY
797,32,2928093.4200,USD,2021-11-14,-26.00,False,2021-11-14 00:00:00,2021-11-14 00:00:00,SELL
798,32,-568106.4600,USD,2022-02-25,5.00,False,2022-02-25 00:00:00,2022-02-25 00:00:00,BUY
799,32,3097316.4000,USD,2022-03-27,-29.00,False,2022-03-27 00:00:00,2022-03-27 00:00:00,SELL
800,32,-241517.6900,USD,2022-05-04,2.00,False,2022-05-04 00:00:00,2022-05-04 00:00:00,BUY
801,32,-3831553.9600,USD,2022-05-13,35.00,False,2022-05-13 00:00:00,2022-05-13 00:00:00,BUY
802,33,-594353339.5500,USD,2020-03-31,67.00,False,2020-03-31 00:00:00,2020-03-31 00:00:00,BUY
803,33,210684952.4500,USD,2020-04-04,-26.00,False,2020-04-04 00:00:00,2020-04-04 00:00:00,SELL
804,33,-317306891.9500,USD,2020-05-07,40.00,False,2020-05-07 00:00:00,2020-05-07 00:00:00,BUY
805,33,-46060677.8600,USD,2020-08-16,5.00,False,2020-08-16 00:00:00,2020-08-16 00:00:00,BUY
806,33,345455083.9800,USD,2020-09-11,-45.00,False,2020-09-11 00:00:00,2020-09-11 00:00:00,SELL
807,33,206846562.6300,USD,2020-09-15,-25.00,False,2020-09-15 00:00:00,2020-09-15 00:00:00,SELL
808,33,-526585331.6700,USD,2020-10-03,60.00,False,2020-10-03 00:00:00,2020-10-03 00:00:00,BUY
809,33,164996737.2600,USD,2020-10-09,-21.00,False,2020-10-09 00:00:00,2020-10-09 00:00:00,SELL
810,33,284105324.1800,USD,2021-01-17,-33.00,False,2021-01-17 00:00:00,2021-01-17 00:00:00,SELL
811,33,-54773753.4300,USD,2021-03-27,7.00,False,2021-03-27 00:00:00,2021-03-27 00:00:00,BUY
812,33,-273909772.1300,USD,2021-04-17,32.00,False,2021-04-17 00:00:00,2021-04-17 00:00:00,BUY
813,33,-128059531.9400,USD,2021-05-19,14.00,False,2021-05-19 00:00:00,2021-05-19 00:00:00,BUY
814,33,441746642.3000,USD,2021-06-15,-56.00,False,2021-06-15 00:00:00,2021-06-15 00:00:00,SELL
815,33,57568046.4700,USD,2021-06-20,-7.00,False,2021-06-20 00:00:00,2021-06-20 00:00:00,SELL
816,33,-176228713.6800,USD,2021-07-21,20.00,False,2021-07-21 00:00:00,2021-07-21 00:00:00,BUY
817,33,70843454.8300,USD,2021-07-31,-8.00,False,2021-07-31 00:00:00,2021-07-31 00:00:00,SELL
818,33,57309681.6200,USD,2021-08-29,-7.00,False,2021-08-29 00:00:00,2021-08-29 00:00:00,SELL
819,33,-25109495.6900,USD,2021-11-19,3.00,False,2021-11-19 00:00:00,2021-11-19 00:00:00,BUY
820,33,-76089380.8900,USD,2021-11-29,9.00,False,2021-11-29 00:00:00,2021-11-29 00:00:00,BUY
821,33,-407754537.7900,USD,2021-11-30,53.00,False,2021-11-30 00:00:00,2021-11-30 00:00:00,BUY
822,33,139412654.5300,USD,2021-12-07,-17.00,False,2021-12-07 00:00:00,2021-12-07 00:00:00,SELL
823,33,-101114332.8200,USD,2021-12-25,13.00,False,2021-12-25 00:00:00,2021-12-25 00:00:00,BUY
824,33,79132956.1200,USD,2022-01-02,-9.00,False,2022-01-02 00:00:00,2022-01-02 00:00:00,SELL
825,33,-159026806.0500,USD,2022-01-26,19.00,False,2022-01-26 00:00:00,2022-01-26 00:00:00,BUY
826,33,353480674.8100,USD,2022-04-20,-44.00,False,2022-04-20 00:00:00,2022-04-20 00:00:00,SELL
827,33,189901851.8900,USD,2022-04-26,-22.00,False,2022-04-26 00:00:00,2022-04-26 00:00:00,SELL
828,33,-91190493.2300,USD,2022-07-04,11.00,False,2022-07-04 00:00:00,2022-07-04 00:00:00,BUY
829,33,-90250385.0600,USD,2022-08-26,11.00,False,2022-08-26 00:00:00,2022-08-26 00:00:00,BUY
830,34,-584347.2300,USD,2020-09-19,27.00,False,2020-09-19 00:00:00,2020-09-19 00:00:00,BUY
831,34,-986336.4400,USD,2020-09-29,46.00,False,2020-09-29 00:00:00,2020-09-29 00:00:00,BUY
832,34,213819.7800,USD,2020-10-17,-11.00,False,2020-10-17 00:00:00,2020-10-17 00:00:00,SELL
833,34,-441867.5000,USD,2020-11-02,21.00,False,2020-11-02 00:00:00,2020-11-02 00:00:00,BUY
834,34,428841.9300,USD,2020-11-06,-20.00,False,2020-11-06 00:00:00,2020-11-06 00:00:00,SELL
835,34,-183961.1600,USD,2020-11-10,9.00,False,2020-11-10 00:00:00,2020-11-10 00:00:00,BUY
836,34,2810209.4700,USD,2020-12-15,-54.00,False,2020-12-15 00:00:00,2020-12-15 00:00:00,SELL
837,34,54542.8800,USD,2020-12-28,-1.00,False,2020-12-28 00:00:00,2020-12-28 00:00:00,SELL
838,34,-3266568.2800,USD,2020-12-30,64.00,False,2020-12-30 00:00:00,2020-12-30 00:00:00,BUY
839,34,3991783.0500,USD,2021-02-12,-51.00,False,2021-02-12 00:00:00,2021-02-12 00:00:00,SELL
840,34,184064.1200,USD,2021-03-16,-2.00,False,2021-03-16 00:00:00,2021-03-16 00:00:00,SELL
841,34,-4961130.0700,USD,2021-03-30,56.00,False,2021-03-30 00:00:00,2021-03-30 00:00:00,BUY
842,34,6010856.9200,USD,2021-04-14,-64.00,False,2021-04-14 00:00:00,2021-04-14 00:00:00,SELL
843,34,-3807741.9800,USD,2021-04-26,37.00,False,2021-04-26 00:00:00,2021-04-26 00:00:00,BUY
844,34,-4162882.4500,USD,2021-05-30,29.00,False,2021-05-30 00:00:00,2021-05-30 00:00:00,BUY
845,34,733688.1000,USD,2021-06-04,-6.00,False,2021-06-04 00:00:00,2021-06-04 00:00:00,SELL
846,34,4293138.6700,USD,2021-07-26,-34.00,False,2021-07-26 00:00:00,2021-07-26 00:00:00,SELL
847,34,-6250430.1200,USD,2021-08-19,30.00,False,2021-08-19 00:00:00,2021-08-19 00:00:00,BUY
848,34,11216049.6100,USD,2021-08-25,-57.00,False,2021-08-25 00:00:00,2021-08-25 00:00:00,SELL
849,34,-2646787.0800,USD,2021-09-19,14.00,False,2021-09-19 00:00:00,2021-09-19 00:00:00,BUY
850,34,-6076807.0700,USD,2021-09-24,35.00,False,2021-09-24 00:00:00,2021-09-24 00:00:00,BUY
851,34,4900697.4400,USD,2021-10-09,-24.00,False,2021-10-09 00:00:00,2021-10-09 00:00:00,SELL
852,34,1788324.6800,USD,2021-10-31,-8.00,False,2021-10-31 00:00:00,2021-10-31 00:00:00,SELL
853,34,-10953488.6600,USD,2021-12-12,49.00,False,2021-12-12 00:00:00,2021-12-12 00:00:00,BUY
854,34,-664173.4700,USD,2021-12-21,3.00,False,2021-12-21 00:00:00,2021-12-21 00:00:00,BUY
855,34,16957301.8700,USD,2022-01-15,-70.00,False,2022-01-15 00:00:00,2022-01-15 00:00:00,SELL
856,34,1558373.5400,USD,2022-02-08,-6.00,False,2022-02-08 00:00:00,2022-02-08 00:00:00,SELL
857,34,-2692190.1900,USD,2022-03-12,11.00,False,2022-03-12 00:00:00,2022-03-12 00:00:00,BUY
858,34,-2447445.6300,USD,2022-03-25,10.00,False,2022-03-25 00:00:00,2022-03-25 00:00:00,BUY
859,34,459520.4000,USD,2022-03-28,-2.00,False,2022-03-28 00:00:00,2022-03-28 00:00:00,SELL
860,34,-2178205.4500,USD,2022-04-12,7.00,False,2022-04-12 00:00:00,2022-04-12 00:00:00,BUY
861,34,1475662.0100,USD,2022-04-30,-5.00,False,2022-04-30 00:00:00,2022-04-30 00:00:00,SELL
862,34,298340.3600,USD,2022-05-11,-1.00,False,2022-05-11 00:00:00,2022-05-11 00:00:00,SELL
863,34,5947559.5100,USD,2022-05-18,-18.00,False,2022-05-18 00:00:00,2022-05-18 00:00:00,SELL
864,34,-6521784.5100,USD,2022-05-28,19.00,False,2022-05-28 00:00:00,2022-05-28 00:00:00,BUY
865,34,6916363.7000,USD,2022-05-31,-22.00,False,2022-05-31 00:00:00,2022-05-31 00:00:00,SELL
866,34,-1244688.8300,USD,2022-06-11,4.00,False,2022-06-11 00:00:00,2022-06-11 00:00:00,BUY
867,34,-19959932.7200,USD,2022-06-15,61.00,False,2022-06-15 00:00:00,2022-06-15 00:00:00,BUY
868,34,5607515.6500,USD,2022-06-21,-19.00,False,2022-06-21 00:00:00,2022-06-21 00:00:00,SELL
869,34,324004.0500,USD,2022-06-27,-1.00,False,2022-06-27 00:00:00,2022-06-27 00:00:00,SELL
870,34,7366717.8900,USD,2022-07-01,-20.00,False,2022-07-01 00:00:00,2022-07-01 00:00:00,SELL
871,34,-17290739.2800,USD,2022-07-19,53.00,False,2022-07-19 00:00:00,2022-07-19 00:00:00,BUY
872,34,326240.3600,USD,2022-07-30,-1.00,False,2022-07-30 00:00:00,2022-07-30 00:00:00,SELL
873,34,13270616.0800,USD,2022-08-02,-39.00,False,2022-08-02 00:00:00,2022-08-02 00:00:00,SELL
874,34,-12502372.6500,USD,2022-08-06,36.00,False,2022-08-06 00:00:00,2022-08-06 00:00:00,BUY
875,34,10765932.0000,USD,2022-08-13,-31.00,False,2022-08-13 00:00:00,2022-08-13 00:00:00,SELL
876,34,-2974750.8400,USD,2022-08-16,8.00,False,2022-08-16 00:00:00,2022-08-16 00:00:00,BUY
877,35,-9732993.4800,USD,2020-08-02,84.00,False,2020-08-02 00:00:00,2020-08-02 00:00:00,BUY
878,35,1659685.0600,USD,2020-10-01,-16.00,False,2020-10-01 00:00:00,2020-10-01 00:00:00,SELL
879,35,2162887.4400,USD,2020-10-18,-20.00,False,2020-10-18 00:00:00,2020-10-18 00:00:00,SELL
880,35,450233.7100,USD,2020-10-18,-4.00,False,2020-10-18 00:00:00,2020-10-18 00:00:00,SELL
881,35,3456205.8500,USD,2020-10-29,-29.00,False,2020-10-29 00:00:00,2020-10-29 00:00:00,SELL
882,35,-7975095.6800,USD,2020-11-08,73.00,False,2020-11-08 00:00:00,2020-11-08 00:00:00,BUY
883,35,8582028.3800,USD,2020-12-29,-77.00,False,2020-12-29 00:00:00,2020-12-29 00:00:00,SELL
884,35,-2433248.3700,USD,2021-01-06,21.00,False,2021-01-06 00:00:00,2021-01-06 00:00:00,BUY
885,35,-2054743.0700,USD,2021-02-06,19.00,False,2021-02-06 00:00:00,2021-02-06 00:00:00,BUY
886,35,-4109486.1400,USD,2021-02-08,38.00,False,2021-02-08 00:00:00,2021-02-08 00:00:00,BUY
887,35,5569435.1600,USD,2021-03-28,-49.00,False,2021-03-28 00:00:00,2021-03-28 00:00:00,SELL
888,35,-1894733.5400,USD,2021-04-29,17.00,False,2021-04-29 00:00:00,2021-04-29 00:00:00,BUY
889,35,-903777.9700,USD,2021-05-15,9.00,False,2021-05-15 00:00:00,2021-05-15 00:00:00,BUY
890,35,-794530.0800,USD,2021-06-19,8.00,False,2021-06-19 00:00:00,2021-06-19 00:00:00,BUY
891,35,1534987.9700,USD,2021-07-01,-13.00,False,2021-07-01 00:00:00,2021-07-01 00:00:00,SELL
892,35,4822356.1800,USD,2021-07-05,-46.00,False,2021-07-05 00:00:00,2021-07-05 00:00:00,SELL
893,35,-8501471.8600,USD,2021-07-18,72.00,False,2021-07-18 00:00:00,2021-07-18 00:00:00,BUY
894,35,7570106.0400,USD,2021-07-31,-70.00,False,2021-07-31 00:00:00,2021-07-31 00:00:00,SELL
895,35,-4841115.9200,USD,2021-09-29,41.00,False,2021-09-29 00:00:00,2021-09-29 00:00:00,BUY
896,35,1605612.8700,USD,2021-10-03,-15.00,False,2021-10-03 00:00:00,2021-10-03 00:00:00,SELL
897,35,-3932923.9000,USD,2021-11-29,33.00,False,2021-11-29 00:00:00,2021-11-29 00:00:00,BUY
898,35,1506296.6100,USD,2021-12-01,-15.00,False,2021-12-01 00:00:00,2021-12-01 00:00:00,SELL
899,35,3337026.3400,USD,2021-12-06,-28.00,False,2021-12-06 00:00:00,2021-12-06 00:00:00,SELL
900,35,943504.4700,USD,2021-12-27,-9.00,False,2021-12-27 00:00:00,2021-12-27 00:00:00,SELL
901,35,-7321235.0800,USD,2022-02-12,49.00,False,2022-02-12 00:00:00,2022-02-12 00:00:00,BUY
902,35,1162405.4200,USD,2022-02-14,-8.00,False,2022-02-14 00:00:00,2022-02-14 00:00:00,SELL
903,35,4737350.3900,USD,2022-03-16,-36.00,False,2022-03-16 00:00:00,2022-03-16 00:00:00,SELL
904,35,1517991.0500,USD,2022-04-26,-13.00,False,2022-04-26 00:00:00,2022-04-26 00:00:00,SELL
905,35,559259.8600,USD,2022-05-06,-5.00,False,2022-05-06 00:00:00,2022-05-06 00:00:00,SELL
906,35,-5179606.7100,USD,2022-06-05,43.00,False,2022-06-05 00:00:00,2022-06-05 00:00:00,BUY
907,35,-4431058.9000,USD,2022-06-18,35.00,False,2022-06-18 00:00:00,2022-06-18 00:00:00,BUY
908,35,6775033.7500,USD,2022-07-03,-53.00,False,2022-07-03 00:00:00,2022-07-03 00:00:00,SELL
909,35,912023.7700,USD,2022-07-07,-7.00,False,2022-07-07 00:00:00,2022-07-07 00:00:00,SELL
910,35,-6162920.7600,USD,2022-07-14,46.00,False,2022-07-14 00:00:00,2022-07-14 00:00:00,BUY
911,35,6151858.4700,USD,2022-07-20,-55.00,False,2022-07-20 00:00:00,2022-07-20 00:00:00,SELL
912,35,-2458285.1000,USD,2022-08-11,20.00,False,2022-08-11 00:00:00,2022-08-11 00:00:00,BUY
913,36,-23660000.0000,USD,2020-07-27,52.00,False,2020-07-27 00:00:00,2020-07-27 00:00:00,BUY
914,36,25778641.2700,USD,2020-10-04,-38.00,False,2020-10-04 00:00:00,2020-10-04 00:00:00,SELL
915,36,-31922149.2300,USD,2020-10-15,53.00,False,2020-10-15 00:00:00,2020-10-15 00:00:00,BUY
916,36,18462224.1400,USD,2020-12-22,-32.00,False,2020-12-22 00:00:00,2020-12-22 00:00:00,SELL
917,36,16484128.7000,USD,2020-12-31,-25.00,False,2020-12-31 00:00:00,2020-12-31 00:00:00,SELL
918,36,-24478931.1200,USD,2021-01-22,39.00,False,2021-01-22 00:00:00,2021-01-22 00:00:00,BUY
919,36,4615556.0400,USD,2021-02-25,-8.00,False,2021-02-25 00:00:00,2021-02-25 00:00:00,SELL
920,36,-12832260.1900,USD,2021-03-21,22.00,False,2021-03-21 00:00:00,2021-03-21 00:00:00,BUY
921,36,24027807.7700,USD,2021-05-03,-26.00,False,2021-05-03 00:00:00,2021-05-03 00:00:00,SELL
922,36,14071244.6800,USD,2021-10-14,-17.00,False,2021-10-14 00:00:00,2021-10-14 00:00:00,SELL
923,36,-8595556.7000,USD,2021-12-03,9.00,False,2021-12-03 00:00:00,2021-12-03 00:00:00,BUY
924,36,-27433014.8400,USD,2021-12-06,29.00,False,2021-12-06 00:00:00,2021-12-06 00:00:00,BUY
925,36,45188069.5300,USD,2021-12-09,-46.00,False,2021-12-09 00:00:00,2021-12-09 00:00:00,SELL
926,36,-49190233.5000,USD,2021-12-31,52.00,False,2021-12-31 00:00:00,2021-12-31 00:00:00,BUY
927,36,37474808.0600,USD,2022-01-08,-40.00,False,2022-01-08 00:00:00,2022-01-08 00:00:00,SELL
928,36,-49172041.8400,USD,2022-03-04,53.00,False,2022-03-04 00:00:00,2022-03-04 00:00:00,BUY
929,36,3601947.5700,USD,2022-03-30,-4.00,False,2022-03-30 00:00:00,2022-03-30 00:00:00,SELL
930,36,11522474.3700,USD,2022-06-24,-10.00,False,2022-06-24 00:00:00,2022-06-24 00:00:00,SELL
931,36,-16892581.6900,USD,2022-08-02,17.00,False,2022-08-02 00:00:00,2022-08-02 00:00:00,BUY
932,37,-6535359.1000,USD,2020-03-11,57.00,False,2020-03-11 00:00:00,2020-03-11 00:00:00,BUY
933,37,132490.7100,USD,2020-03-20,-1.00,False,2020-03-20 00:00:00,2020-03-20 00:00:00,SELL
934,37,1297715.6500,USD,2020-04-06,-18.00,False,2020-04-06 00:00:00,2020-04-06 00:00:00,SELL
935,37,2196969.0300,USD,2020-04-27,-26.00,False,2020-04-27 00:00:00,2020-04-27 00:00:00,SELL
936,37,-241868.1500,USD,2020-05-05,3.00,False,2020-05-05 00:00:00,2020-05-05 00:00:00,BUY
937,37,-5154427.3300,USD,2020-06-30,61.00,False,2020-06-30 00:00:00,2020-06-30 00:00:00,BUY
938,37,3433442.4200,USD,2020-08-29,-43.00,False,2020-08-29 00:00:00,2020-08-29 00:00:00,SELL
939,37,1503923.7500,USD,2020-09-14,-20.00,False,2020-09-14 00:00:00,2020-09-14 00:00:00,SELL
940,37,-3423364.5800,USD,2020-11-05,46.00,False,2020-11-05 00:00:00,2020-11-05 00:00:00,BUY
941,37,2148905.4900,USD,2020-11-10,-28.00,False,2020-11-10 00:00:00,2020-11-10 00:00:00,SELL
942,37,-7732560.2900,USD,2021-01-14,36.00,False,2021-01-14 00:00:00,2021-01-14 00:00:00,BUY
943,37,4251118.2100,USD,2021-01-20,-19.00,False,2021-01-20 00:00:00,2021-01-20 00:00:00,SELL
944,37,-412037.1300,USD,2021-04-08,5.00,False,2021-04-08 00:00:00,2021-04-08 00:00:00,BUY
945,37,2168963.4500,USD,2021-05-17,-28.00,False,2021-05-17 00:00:00,2021-05-17 00:00:00,SELL
946,37,576775.1900,USD,2021-06-22,-3.00,False,2021-06-22 00:00:00,2021-06-22 00:00:00,SELL
947,37,-9408769.2100,USD,2021-06-26,47.00,False,2021-06-26 00:00:00,2021-06-26 00:00:00,BUY
948,37,9846801.2300,USD,2021-07-06,-46.00,False,2021-07-06 00:00:00,2021-07-06 00:00:00,SELL
949,37,-5775680.1100,USD,2021-08-07,31.00,False,2021-08-07 00:00:00,2021-08-07 00:00:00,BUY
950,37,-2399704.2500,USD,2021-12-05,28.00,False,2021-12-05 00:00:00,2021-12-05 00:00:00,BUY
951,37,332926.0000,USD,2022-01-05,-4.00,False,2022-01-05 00:00:00,2022-01-05 00:00:00,SELL
952,37,5079593.7400,USD,2022-01-11,-67.00,False,2022-01-11 00:00:00,2022-01-11 00:00:00,SELL
953,37,-5775112.4100,USD,2022-01-17,73.00,False,2022-01-17 00:00:00,2022-01-17 00:00:00,BUY
954,37,-316444.5200,USD,2022-02-26,4.00,False,2022-02-26 00:00:00,2022-02-26 00:00:00,BUY
955,37,4801732.3800,USD,2022-06-02,-53.00,False,2022-06-02 00:00:00,2022-06-02 00:00:00,SELL
956,37,1024159.4900,USD,2022-06-25,-10.00,False,2022-06-25 00:00:00,2022-06-25 00:00:00,SELL
957,37,401785.6500,USD,2022-07-27,-4.00,False,2022-07-27 00:00:00,2022-07-27 00:00:00,SELL
958,37,-6100642.3500,USD,2022-08-31,59.00,False,2022-08-31 00:00:00,2022-08-31 00:00:00,BUY
959,37,3550091.3100,USD,2022-09-03,-35.00,False,2022-09-03 00:00:00,2022-09-03 00:00:00,SELL
960,38,-3658394.7700,USD,2020-04-17,39.00,False,2020-04-17 00:00:00,2020-04-17 00:00:00,BUY
961,38,743555.1800,USD,2020-06-09,-8.00,False,2020-06-09 00:00:00,2020-06-09 00:00:00,SELL
962,38,-3082940.3100,USD,2021-02-20,26.00,False,2021-02-20 00:00:00,2021-02-20 00:00:00,BUY
963,38,-3911123.6000,USD,2021-05-02,21.00,False,2021-05-02 00:00:00,2021-05-02 00:00:00,BUY
964,38,3087955.3100,USD,2021-08-14,-13.00,False,2021-08-14 00:00:00,2021-08-14 00:00:00,SELL
965,38,-1020385.0400,USD,2021-10-06,4.00,False,2021-10-06 00:00:00,2021-10-06 00:00:00,BUY
966,38,-5466348.4500,USD,2021-10-11,20.00,False,2021-10-11 00:00:00,2021-10-11 00:00:00,BUY
967,38,9500748.2900,USD,2021-12-01,-39.00,False,2021-12-01 00:00:00,2021-12-01 00:00:00,SELL
968,38,-5435524.2600,USD,2021-12-23,21.00,False,2021-12-23 00:00:00,2021-12-23 00:00:00,BUY
969,38,590415.4500,USD,2022-03-28,-2.00,False,2022-03-28 00:00:00,2022-03-28 00:00:00,SELL
970,38,-5115915.9200,USD,2022-04-05,16.00,False,2022-04-05 00:00:00,2022-04-05 00:00:00,BUY
971,38,10973880.9600,USD,2022-06-01,-34.00,False,2022-06-01 00:00:00,2022-06-01 00:00:00,SELL
972,38,-744676.4900,USD,2022-08-29,2.00,False,2022-08-29 00:00:00,2022-08-29 00:00:00,BUY
973,39,-88653055.2500,USD,2020-09-07,66.00,False,2020-09-07 00:00:00,2020-09-07 00:00:00,BUY
974,39,55883358.1500,USD,2020-10-13,-42.00,False,2020-10-13 00:00:00,2020-10-13 00:00:00,SELL
975,39,-68529977.5300,USD,2020-10-17,52.00,False,2020-10-17 00:00:00,2020-10-17 00:00:00,BUY
976,39,-10122960.7100,USD,2021-03-13,4.00,False,2021-03-13 00:00:00,2021-03-13 00:00:00,BUY
977,39,43817958.4900,USD,2021-03-21,-18.00,False,2021-03-21 00:00:00,2021-03-21 00:00:00,SELL
978,39,73062102.4100,USD,2021-04-15,-25.00,False,2021-04-15 00:00:00,2021-04-15 00:00:00,SELL
